id,query,dimension_tuple_json,is_realistic_and_kept,notes_for_filtering
SYN141,"i'm looking for a nut-free recipe that incorporates quinoa, spinach, and chickpeas. any cuisine is good, and i have about 30-60 mins to cook.","{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, spinach, chickpeas"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN142,"Need a solid recipe using quinoa, spinach, and chickpeas that’s nut free 🙌. I can handle intermediate skill level, just don’t want to take forever!","{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, spinach, chickpeas"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN143,"what’s a good nut-free dish with quinoa, spinach and chickpeas? i’d like something that takes around half an hour but isn’t too basic.","{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, spinach, chickpeas"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN144,"im trying to find a recipe that uses quinoa, chickpeas, and tofu but NEEDS to be nut-free 😅 Can you suggest one that’s a bit more challenging in the kitchen?","{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, spinach, chickpeas"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN145,"pls suggest some healthy nut-free recipe ideas with quinoa, spinach, and chickpeas! can be from any cuisine and moderate effort is fine, just no nuts 😉","{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, spinach, chickpeas"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN146,need a keto recipe to use zucchini ground beef and cheese quickly,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, ground beef, cheese"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN147,Do u have any keto recipes that can be made under 30 mins with zucchini and ground beef?,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, ground beef, cheese"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN148,"keto meal ideas in 30 mins, using zuchinni, grnd beef, and chese plz!","{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, ground beef, cheese"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN149,whats a good keto dish with beef and zucchini i can whip up fast?,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, ground beef, cheese"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN150,Keto Recip for Dinner with ZUCCHINI GROUND BEEF CHEESE - must be quick!,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, ground beef, cheese"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN151,im looking for an advanced indian recipe that uses lentils chicken and broccoli with a focus on high protein. can you suggest something complex and flavorful?,"{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""must_use_specific: lentils, chicken, broccoli"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN152,"need a high-protein, complex dish with chicken, lentils, and broccoli, preferably indian cuisine, no time limit, im ready to invest effort💪","{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""must_use_specific: lentils, chicken, broccoli"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN153,"What’s a really challenging Indian recipe that features lentils, chicken, and broccoli? I’m aiming for high protein and want to master the flavors!","{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""must_use_specific: lentils, chicken, broccoli"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN154,"can u help me with an Indian recipe that uses lentils, chicken and broccoli? it should be high protein and really complicated. time isn't an issue","{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""must_use_specific: lentils, chicken, broccoli"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN155,"give me an advanced high-protein recipe that incorporates lentils, chicken, and broccoli in an Indian style. i have no time constraints so i want something elaborate!","{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""must_use_specific: lentils, chicken, broccoli"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN156,need a halal recipe with chickpeas garlic spinach,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, garlic, spinach"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN157,can I get an easy chickpea garlic dish halal?,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, garlic, spinach"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN158,looking for halal dinner ideas using chickpeas and spinach,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, garlic, spinach"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN159,"halal recpie with garlic, spinach, chickpeas pls!","{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, garlic, spinach"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN160,"what can I make with chickpeas, garlic and spinich?","{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, garlic, spinach"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN161,"looking for advanced diabetic-friendly recipe with tofu, spinach, quinoa","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""must_use_specific: tofu, spinach, quinoa"",""CuisinePreference"":""avoid_specific: fried"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN162,need a high effort meal using tofu quinoa and spinach for diabetes,"{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""must_use_specific: tofu, spinach, quinoa"",""CuisinePreference"":""avoid_specific: fried"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN163,"What’s a diabetic-friendly, complex recipe including tofu and spinach?","{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""must_use_specific: tofu, spinach, quinoa"",""CuisinePreference"":""avoid_specific: fried"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN164,help me with a diabetic friendly recipe🍴 tofu spinach quinoa No fried!!,"{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""must_use_specific: tofu, spinach, quinoa"",""CuisinePreference"":""avoid_specific: fried"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN165,TOfu and Spinach QUINOA recipe advanced pls! Diabetic-friendly,"{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""must_use_specific: tofu, spinach, quinoa"",""CuisinePreference"":""avoid_specific: fried"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN166,"hey i want a simple low-carb italian dish with stuff in my pantry, any ideas?","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN167,Can u give me an easy low carb recipe that tastes like italian food? no rush on time,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN168,LOOKING for a low-carb ITALIAN recipe that I can whip up from what I have in my pantry,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN169,"i need help finding a simple lowcarb italian recipe, something for beginners, plz","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN170,need low carb italian dinner ideas pls! 🤔 Something easy without too much effort,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN171,hey can you suggest an easy pescatarian dish using some stuff from my pantry asian flavors would be nice,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: asian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN172,i need help finding a simple asian recipe for dinner that i can make with what’s in my pantry 🥢🏠,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: asian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN173,what’s an easy and quick recipe that’s pescatarian and asian cuisine? i have some ingredients at home but don’t know where to start,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: asian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN174,lookin for a beginner friendly recipe using pantry staples but in asian style & pescatarian pls!,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: asian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN175,need a low effort pescatarian meal that I can rustle up with general pantry items and has asian vibes. thx!,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: asian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN176,can you suggest a complex dairy-free recipe for dinner that isn't sweet,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: sweet"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN177,i need some advanced dairy free meals that are not sweet please!! 😅,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: sweet"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN178,looking for intricate dairy free recipes that don't have any sweetness,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: sweet"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN179,What’s a high-effort dairy free recipe I can tackle without any sweet flavors?,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: sweet"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN180,need a dairy free dish that's super complex and not sweet at all,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: sweet"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN181,any good vegetarian recipes i can whip up in under 30 mins,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN182,need a quick veggie meal idea about 30 mins to make pls! 🍽️,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN183,what's a simple vegetarian dish that won't take long to prepare,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN184,Looking for a fast vegetarian recipe for dinner - preferably something easy,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN185,need a veggie recipe for dinner can it be done in under 30 mins,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN186,need a quick gluten free recipe with brown rice black beans and avocado,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: brown rice, black beans, avocado"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN187,What’s an easy gluten free meal I can whip up in under 30 mins?,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: brown rice, black beans, avocado"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN188,gluten free dinner idea - brown rice & black beans pls!,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: brown rice, black beans, avocado"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN189,I need a simple recipe 4 brown rice black beans avocado!,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: brown rice, black beans, avocado"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN190,quick recipe for gluten free dish using browm rice and aavocado plz! 😋,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: brown rice, black beans, avocado"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN191,looking for a quick nut-free recipe 🍽️,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN192,need an easy nut free dish in under 30 mins,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN193,what's a fast recipe with no nuts??,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN194,Quick nut free meal ideas plz,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN195,need a simple recipe without nuts - 30 mins max,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN196,can you please give me a detailed high-protein mexican recipe that involves a lot of steps,"{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN197,I need a super complex and high-effort recipe that’s high in protein and has a mexican flair 🥑,"{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN198,"looking for  an advanced mexican dish that's loaded with protein, I want something really intricate to make","{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN199,please send me a high protein recipe in the Mexican style that requires hard work in the kitchen,"{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN200,"need a fancy high-protein dinner recipe that’s Mexican cuisine like, willing to spend time on it","{""DietaryNeedsOrRestrictions"":""high-protein"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN201,need easy vegan recipe under 30 mins,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN202,what is a quick plant based meal i can make,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN203,Looking 4 simple vegan DInner idea,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN204,quick vegan meal ideas plz,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN205,vegan stuff i can whip up fast 🥙,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""avoid_specific: italian"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN206,Can you suggest a kosher middle eastern recipe using basic pantry ingredients that I can whip up in about 45 minutes?,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN207,"i have some stuff in my pantry and want a middle eastern kosher dish that’s not too easy but also not super hard, how about a recipe that takes around 30 to 60 mins?","{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN208,"What’s a good kosher middle eastern dish I can make? I have a moderate skill level and about 40 minutes to prepare, so I need something that fits those criteria!","{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN209,"need a kosher recipe from middle eastern cuisine, intermediate effort and i have about 30-60 mins to make it - any ideas? 😋","{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN210,Pls help! I’m looking for an intermediate level kosher middle eastern recipe that I can make with basic pantry stuff in less than an hour.,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
